1770|Topics for Natural Science Elective Courses Taken on Exchange by Computer Engineering Students|GENE 23Q||Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. To earn credit the exchange courses will include the exploration of the physical and chemical interactions of the natural world, and the systematic observation and understanding of physical and natural phenomena through analytical and/or experimental techniques. These courses are treated as natural science electives in the student's plan. Such courses are reported on the student's transcript with their original titles in English showing as the topic.
1771|Topics for Natural Science Elective Courses Taken on Exchange by Architectural Engineering Students|GENE 23R||Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. To earn credit the exchange courses will include the exploration of the physical and chemical interactions of the natural world, and the systematic observation and understanding of physical and natural phenomena through analytical and/or experimental techniques. These courses are treated as natural science electives in the student's plan. Such courses are reported on the student's transcript with their original titles in English showing as the topic. The grades for these courses will be either CR or NCR.
1772|Topics for Natural Science Elective Courses Taken on Exchange by Software Engineering Students|GENE 23S||Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. To earn credit the exchange courses will include the exploration of the physical and chemical interactions of the natural world, and the systematic observation and understanding of physical and natural phenomena through analytical and/or experimental techniques. These courses are treated as natural science electives in the student's plan. Such courses are reported on the student's transcript with their original titles in English showing as the topic.
1773|Strategies and Skills for Academic Success|GENE 101||The goal for this course is to help students become successful independent learners through learned study skills, a better understanding of their personality type, and an understanding of how personal wellness affects academic success. It takes a modelled approach to teaching learning strategies to students who struggle to meet the demands of a university curriculum. In the lectures, students will be taught various learning strategies that they will be able to apply to successfully meet the demands of their other courses. Students will then apply these modelled strategies in their other courses during a weekly application lab. Students will be expected to demonstrate their understanding of the material through a variety of assignments. The course will include an engineering component.
1774|Problems Seminar|GENE 119||Students may be assigned to a Problems Seminar by the Director or Associate Director of First-Year Engineering or Software Engineering according to their performance during the term. [Offered: F,W,S]
1775|Electrical Circuits and Instrumentation|GENE 123||Charge, current and voltage. Voltage and current sources, resistors, capacitors and inductors. Ohm's Law, Kirchhoff's Laws, nodal analysis, Thevenin and Norton models, instrumentation amplifier circuits, time response, impedance. Function and characteristics of basic electrical transducers. Resolution, precision and accuracy. Basics of data acquisition.
1776|Communication in the Engineering Profession|GENE 191||In this course, students will enhance oral and written technical communication competencies in contexts relevant to the engineering profession as well as career preparation. [Offered: F]
1777|Special Topics in First-Year Engineering|GENE 199||Various courses dealing with selected topics related to success in Waterloo Engineering. These courses will be offered as needed.
1778|Special Topics in Second-Year Engineering|GENE 299||Various courses dealing with selected topics of particular interest to second year engineering students. These courses will be offered as resources are available and the material is needed.
1779|Special Directed Studies|GENE 301||This course is provided to allow enrichment for students in engineering who have fulfilled the requirements of one or more of the courses in the 3A or 3B term by means of passing a course or courses taken during one or more work terms. The course comprises a special project pursued under the direction of a faculty member, normally in the department of the student's plan.
1780|Special Directed Studies|GENE 302||This course is provided to allow enrichment for students in engineering who have fulfilled the requirements of one or more of the courses in the 3A or 3B term by means of passing a course or courses taken during one or more work terms. The course comprises a special project pursued under the direction of a faculty member, normally in the department of the student's plan.
1781|International Studies in Engineering|GENE 303||Engineering students register for this course for credit towards the International Studies in Engineering Option upon return from study or work terms abroad. Credit will be assessed on the basis of a written report and individual interviews. The report may include technical, non-technical, and professional aspects of the foreign residence experience. It may discuss socio-economic aspects of life in the foreign country, and it may compare and contrast conditions in the country or countries involved in the student's international experiences, or trace the social or political histories of those countries. In all cases the report must include materials addressed to the needs of other students considering a similar experience. The instructor for this course is the Option co-ordinator. Restricted to students who intend to complete the International Studies in Engineering Option. [Offered: F,W,S]
1782|Special Directed Non-Technical Studies|GENE 315||This course is provided for students who, through academic studies during international exchange programs or other university related scholarly activities, wish to request a course credit for this work. Students wishing to claim this credit must show evidence of university level academic activity not otherwise claimed for credit.
1783|Engineering Study Abroad|GENE 395||Waterloo students studying abroad for academic transfer credits under an Engineering Exchange Program during a Fall term register at Waterloo under GENE 395. [Offered: F]
1784|Engineering Study Abroad|GENE 396||Waterloo students studying abroad for academic transfer credits under an Engineering Exchange Program during a Winter term register at Waterloo under GENE 396. [Offered: W]
1785|Engineering Study Abroad|GENE 397||Waterloo students studying abroad for academic transfer credits under an Engineering Exchange Program during a Spring term register at Waterloo under GENE 397. [Offered: S]
1786|Special Topics in Third-Year Engineering|GENE 399||Various courses dealing with selected topics of particular interest to third year engineering students. These courses will be offered as resources are available and the material is needed.
1787|Special Directed Studies|GENE 401||This course is provided to allow enrichment for students in engineering who have fulfilled the requirements of one or more of the courses in the 4A or 4B term by means of passing a course or courses taken during one or more work terms. The course comprises a special project pursued under the direction of a faculty member, normally in the department of the student's plan.
1788|Special Directed Studies|GENE 402||This course is provided to allow enrichment for students in engineering who have fulfilled the requirements of one or more of the courses in the 4A or 4B term by means of passing a course or courses taken during one or more work terms. The course comprises a special project pursued under the direction of a faculty member, normally in the department of the student's plan.
1789|Interdisciplinary Design Project 1|GENE 403||This is the first course in a two-course sequence where students from more than one engineering plan work together to solve an interdisciplinary engineering problem. In the course they will formulate and communicate an interdisciplinary engineering problem or opportunity; develop a feasible design project proposal and plan; generate feasible solutions that address the formulated problem; evaluate alternatives and identify preferred solution; address safety, regulatory, sustainability and professional ethics requirements, as appropriate; effectively manage design project technical and non-technical risks using project management tools and techniques; deliver a report and/or a presentation that summarizes the work completed; work effectively as an interdisciplinary team member and/or team leader.
1790|Interdisciplinary Design Project 2|GENE 404||This is the second course in a two-course sequence where students from more than one engineering plan work together to solve an interdisciplinary engineering problem. At the end of this course students will be able to re-formulate and re-communicate an engineering problem or opportunity (as appropriate); revise and communicate a feasible design project plan; revise solutions that address the formulated problem (as appropriate); implement and verify design solutions by analysis, test or prototype; communicate design solutions using accepted data formats, working documents and oral presentations; address safety, regulatory, sustainability and professional ethics requirements, as appropriate; effectively manage and communicate design project plans, technical and non-technical risks, using project management tools and techniques; work effectively as an interdisciplinary team member and/or team leader.
1791|Special Directed Non-Technical Studies|GENE 415||This course is provided for students who, through academic studies during international exchange programs or other university related scholarly activities, wish to request a course credit for this work. Students wishing to claim this credit must show evidence of university level academic activity not otherwise claimed for credit.
1792|Special Topics in Fourth-Year Engineering|GENE 499||Various courses dealing with selected topics of particular interest to fourth year engineering students. These courses will be offered as resources are available and the material is needed.
1793|Directed Studies for Visiting Exchange Students|GENE 501||An assignment of study or project work under the direction of a faculty member. The specific project is established on the basis of a written proposal that is agreed to by the supervisors at both the host and home institutions. The academic level and the time commitment shall be specified in the proposal. Registration is restricted to international exchange students at Waterloo under an Exchange Agreement with the Faculty of Engineering. Candidates for degrees at the University of Waterloo are not eligible.
1794|Directed Studies for Visiting Exchange Students|GENE 502||An assignment of study or project work under the direction of a faculty member. The specific project is established on the basis of a written proposal that is agreed to by the supervisors at both the host and home institutions. The academic level and the time commitment shall be specified in the proposal. Registration is restricted to international exchange students at Waterloo under an Exchange Agreement with the Faculty of Engineering. Candidates for degrees at the University of Waterloo are not eligible.
1795|Directed Studies for Visiting Exchange Students|GENE 503||An assignment of study or project work under the direction of a faculty member. The specific project is established on the basis of a written proposal that is agreed to by the supervisors at both the host and home institutions. The academic level and the time commitment shall be specified in the proposal. Registration is restricted to international exchange students at Waterloo under an Exchange Agreement with the Faculty of Engineering. Candidates for degrees at the University of Waterloo are not eligible.
1796|On Becoming a Geographer|GEOG 100||An introduction to geographic themes and methods of inquiry. The emphasis will be placed on practical skills including literature searches, field observation, scholarly debate and professional writing.
1797|Human Geographies: People, Space and Change|GEOG 101||An introduction to human geography through key subfields of the discipline, examining population change, the rise of cities, our relationship to nature, social inequalities, economic forms, cultural difference and environmental change at the local and global scale.
1798|Global Environmental Systems: Processes and Change|GEOG 102||An introductory course in the study of the energy and mass flows that impact the climate and landscape of the Earth system. There is focus on understanding processes of change and variability as well as the impacts of humans on these systems that increasingly define the Anthropocene.
1799|Designing Effective Maps|GEOG 181||Focus is on the issues and foundations of modern digital cartography. Topics covered include geographic coordinate systems, map projections, mapping quantitative data, developing online maps, and the impact of maps on society. Students will learn computer techniques to produce effective maps based on established principles of cartographic design.
1800|Geospatial Data Science|GEOG 187||A specialized introduction to fundamental concepts and emerging trends in geomatics and geospatial data science. Overview of the geospatial industry, including application in government, research, and private sector. Students are introduced to cross-discipline tools and techniques for accessing, visualizing, and analyzing geospatial data.
1801|Geography of the Global Economy|GEOG 202||An introduction to globalization of the world economy through an examination of its causes, patterns, and consequences in a variety of geographic contexts.
1802|Environment and Development in a Global Perspective|GEOG 203||Examines the interface between human development and the environment in a global context. Various perspectives are explored to link environmental issues to wealth, poverty, consumption, population, and economic globalization. Case studies, with an emphasis on developing countries, are used to illustrate linkages.
1803|Principles of Geomorphology|GEOG 205||This course introduces underlying principles of geomorphology using examples from subfields of the discipline. Topics include the role of time and scale in geomorphic processes, as well as the role of water, hill-slope processes, soils, wind, and glaciation and ice in polar and alpine environs.
1804|Climate Change Fundamentals|GEOG 207||Climate change is one of the most profound environmental and social issues affecting communities, nations and individuals. This course is an introduction to this global challenge, including its scientific underpinnings, history, potential impacts on natural systems and human societies around the world, and two societal responses: adaptation and greenhouse gas mitigation. Opportunities to develop sustainable resilient communities, as well as Canadian climate change policy responses, will be highlighted.
1805|Hydroclimatology|GEOG 209||An introduction to the fundamental processes governing climate and hydrological systems and the links between them. It starts with a discussion of basic atmospheric and hydrological processes and traces the flow of energy and water between the earth's surface and the atmosphere. The water cycle is examined including evapotranspiration, precipitation, runoff and water storage in the natural reservoirs (including soil and groundwater, lakes and wetlands).
1806|China: Diverse and Dynamic|GEOG 215||Changing geographies of China are examined and explained. Patterns and processes of change will be systematically analyzed for topics such as the physical environment, resources, development policy, globalization, industrialization, urbanization, and regional development. Diverse cities and regions are compared and the integration of China into the global economy is explored.
1807|How Pandemics Change the World|GEOG 219||Pandemics have decimated human populations, transformed societies and altered the course of human history. This interdisciplinary course examines these tumultuous events from antiquity to the 21st century to help us understand our lived experience of COVID-19, including its causes, differential geographic impacts, social inequities, and the process of building societal resilience.
1808|Geographical Study of Canada|GEOG 222||An exploration of the geographical bases of Canada's regional identity. How physical, demographic, and economic geographies have combined to create unique regions within Canada.
1809|Global Environment and Health|GEOG 225||This course addresses the range of environmental issues that affect human health, with a global focus. This course will use a range of case studies from around the globe to address issues of measurement (of exposures and outcomes), evaluation (study designs), and policy responses.
1810|Geography of Tourism|GEOG 233||This course provides foundational understanding of the nature and scope of tourism geographies. In particular, students will become familiar with the significance of tourism to modern society, economy and the environment. Geographical approaches to the study of tourism and contemporary frameworks relevant to human behavior and actions in touristic landscapes will serve as the foundations to understanding tourist spaces, places and identities.
1811|Remotely Piloted Aircraft Systems (RPAS) Knowledge Requirements|GEOG 270||Students will gain knowledge about the requirements and constraints affecting recreational, commercial and research RPAS (Unmanned Aerial Vehicles [UAV], Unmanned Aircraft Systems [UAS]) flights for geomatics applications. Theory and conceptual factors affecting flight, remote sensing, and spatial analysis with very-high resolution data will be discussed. Students will gain knowledge about how to navigate regulatory requirements. They will learn how to link their science and research objectives with geomatics skills to mitigate risk and obtain regulatory approval for legal RPAS flights. Assignments provide a range of experiences to students that may include: applied aspects of flight campaign approval, setup, management; flight training; and integrating imagery with geographic information systems.
1812|Earth from Space Using Remote Sensing|GEOG 271||Remote sensing of the Earth's systems (atmosphere, land, and oceans) is introduced. The course covers the principles, physics, sensor technology, processing, and applications of remote sensing in the electromagnetic spectrum.
1813|Special Topics in Geography|GEOG 274||These courses allow for additions to the program on a short-term basis, and for the development of future permanent courses.
1814|Introduction to Geographic Information Systems (GIS)|GEOG 281||Introduction to the fundamental concepts and use of Geographic Information Systems (GIS). Students learn about the nature of geographic information and how to store, manipulate and analyze spatial data in a range of application areas. Students will learn underlying theory in lectures and gain a working knowledge of GIS software in lab sessions.
1815|Approaches to Research in Human Geography|GEOG 293||This course develops student skills in the area of research in human geography emphasizing all aspects of design, measurement, and evaluation with a particular emphasis on personal transferable skills (e.g., oral and written communication, working as part of a team).
1816|Approaches to Research in Physical Geography|GEOG 294||Introduces skills for conducting research in physical geography. Selected techniques used in climatology, hydrology, geomorphology and/or biogeography research will be demonstrated and the principles behind the techniques will be explained. Students get hands on experience in research design, field and laboratory techniques, data assembly and the interpretation of data.
1817|Geomorphology and the Southern Ontario Environment|GEOG 300||Study of the origin and evolution of landforms with emphasis on southern Ontario. Analysis of geomorphic processes. Study of human impact on geomorphological landscapes. The lectures will be supplemented by field trips and field work required for term projects.
1818|Geographies of Work and Employment|GEOG 302||This course examines the spatial dimensions of work and employment, focusing not just on traditional spaces of work (e.g., the factory, the office), but also spaces of unpaid work in the home, forced work and slavery, migrant labour, and so on. Classes will include lecture content but emphasize student participation and discussion. Students will practice practical qualitative research skills by conducting semi-structured interviews.
1819|Physical Hydrology|GEOG 303||Fundamental processes in physical hydrology are addressed. Components of the water balance are examined to determine the nature of their variation in time and space. Precipitation, interception, infiltration, groundwater and soil water processes, evapotranspiration, runoff and storage will be examined from a theoretical and practical viewpoint, and their linkages demonstrated by lab and fieldwork.
1820|Carbon in the Biosphere|GEOG 304||This course investigates stocks and fluxes of carbon in forests, wetlands, and lakes through directed readings and field investigations. This field-based course will focus on measurement methods, data collection and interpretation, and study design. Topics include forest biomass inventory, soil organic matter, soil carbon dioxide and methane exchange, and dissolved organic carbon.
1821|Fluvial Geomorphology|GEOG 305||Emphasis on concepts related to fluvial processes, river mechanics, the relationship between environmental change and river regime. Selected topics include fluvial processes and landscape formation, flow and sediment regimes, channel processes, form and behaviour, river response to natural and anthropogenic change, and river management.
1822|Human Dimensions of Natural Hazards|GEOG 306||This course will investigate the human dimensions of the global experience with natural hazards and associated disasters. The physical nature of a wide range of geophysical and biophysical hazards will be explored, paying particular attention to the ways in which hazards become dangerous to humans, and the pathways by which humans can either increase or decrease their vulnerability in the face of natural hazards.
1823|Societal Adaptation to Climate Change|GEOG 307||Climate change is a pervasive factor affecting the future of society. Recognizing that dangerous climate change cannot be avoided through greenhouse gas emissions reductions alone, adaptation to climate change has emerged as a central component of global climate policy. An in depth understanding of the diverse impacts of climate change on communities, economic sectors and society will provide a foundation for examining adaptation strategies to build resilience to accelerated climate change. Examples will draw from multiple sectors in both developed and developing world contexts, with an emphasis on solutions and the limits to adaptation.
1824|Physical Climatology|GEOG 309||Principles of physical climatology with emphasis on regional and global change and variability. Topics include radiation and energy balances, general circulation patterns, synoptic development and micro-climatology.
1825|Geodesy and Surveying|GEOG 310||Concepts of geodesy and surveying, Earth's gravity field and the geoid, and measurement techniques applied to geomatics are examined. Field studies include the use of the level, the total station, and GPS for doing distance and angle measurements, leveling, traversing, and topographic surveying.
1826|Economic Geography and Society|GEOG 311||This lecture and discussion course covers topics of importance for understanding economic geography today including the spatial, social, cultural, and economic dimensions of economic development, the 2007/2008 sub-prime mortgage crisis, debt and finance, deindustrialization, the role of work and unions, economic justice, and the role of the state.
1827|Climate Services|GEOG 314||This course provides an overview of the key concepts related to climate services (i.e., useful, timely, and robust information about climatic trends that can support decision-making) and the development of the United Nations' Global Framework for Climate Services. The value of climate-informed decision-making across diverse sectors of the economy are examined, both for climate variability and extremes today and in an era of accelerating climate change. The scientific and practical challenges of utilizing climate information for decision-making in government policy, community planning, business operations, and international development, as well as the technical standards and professional ethics associated with providing climate services, are examined. Students gain practical experience in the development and application of climate services through climate data assembly and interpretation.
1828|Multivariate Statistics|GEOG 316||The theory and application of multivariate statistics, with particular emphasis upon the use of the computer.
1829|Spatial Analysis|GEOG 318||Advanced quantitative analysis in a spatial context. A selection of techniques from sampling, geostatistics, point pattern analysis and cluster detection, spatial classification, and spatial data mining.
1830|Economic Analyses for Regional Planning|GEOG 319||Practical application and critical appraisal of regional analysis techniques used by planners, economic developers and consultants. Problem based approaches to understanding the strength and leverage of business and industrial sectors, projection and forecasting, employment and demographic trends, investment decision-making and cost benefit analysis.
1831|The Cryosphere|GEOG 320||This course provides a comprehensive overview of the cryosphere and cryosphere-atmosphere interactions. Topics covered include the material and thermodynamic properties of snow and ice, the role of the cryosphere in weather and climate, and the response of the cryosphere to climate change (past, present and future). Students will be introduced to, and experiment with, snow and ice process models. [formerly: GEOG 419]
1832|Tourism Impacts - International Perspectives|GEOG 323||The course examines the nature, significance, and costs and benefits of tourism in the context of tourism destinations in developed and developing countries. It employs an international perspective to assess the economic, environmental, social, and cultural impacts of tourism in diverse settings.
1833|Geographies of Health|GEOG 325||A critical examination of major themes related to the distribution, diffusion, determinants and delivery of health and health care with a particular emphasis on the roles of space, place and environment.
1834|Space, Power, and Politics: Citizenship in a Changing World|GEOG 336||This course uses international case studies to examine how people interact with the state. These state-society relations include the experience of migrants, community volunteers, protesters, voters, environmental activists, and young people. Real world issues are incorporated throughout to understand how diverse groups of people create, debate, and contest the nation-state.
1835|Urban Form and Internal Spatial Structure|GEOG 349||An examination of the major factors giving rise to distinctive styles of urban spatial organization. Focus moves from city-wide scale to subareas/sectors - inner city, housing, retailing, etc., with emphasis on understanding and planning for the dynamics of complex environments. Applied issues or problems are dealt with throughout the course.
1836|Geography of Transportation|GEOG 351||Focuses on Canadian transportation systems and issues and is organized into three modules: links between transportation and regional economic development, urban land use - transportation interactions, and sustainable transportation. Approximately one-quarter of the course focuses on analytic techniques including network analysis, category analysis, and the gravity model. Particular attention is paid to trends in air travel and related issues.
1837|Resources Management|GEOG 356||Reviews selected theories, methods, and terminology related to economic, behavioural, institutional and decision-making aspects of resources and environmental problems.
1838|River Management|GEOG 357||Human society was born along the world's greatest rivers and we have depended on rivers for agriculture, drinking water, transportation, and recreation for millennia. However, we have also altered river form and function towards an 'unnatural' condition. This course analyzes the ways in which humans affect river systems, the physical and social mechanisms which complicate the relationship between humans and rivers, and how humans can restore rivers to a more natural state. This course also compares geomorphic, ecologic, and social functioning of rivers in pre- and post-alteration systems. The major theme of this course is navigating the delicate balance between allowing rivers to flow naturally and maintain ecologic functionality while simultaneously maintaining the river's ability to provide services of use to humans. What does human alteration of river systems mean for the current and future state of river ecology, morphology, and hydrology? Can we find a way for rivers to provide functionality that satisfies the needs of both society and nature? This course provides students with the background and tools to take on these and other essential questions and challenges.
1839|Low Carbon Transition|GEOG 359||The world is undergoing a fundamental transition to a low-carbon economy as countries strive to reach the greenhouse gas emission reduction targets agreed to in the Paris Climate Agreement. This course examines how this rapid transformation influences all sectors in society and provides students with essential knowledge to assess associated risks and opportunities for communities, government, and business. Policy, economic and social dimensions of low carbon societal transitions are critically examined and debated using Canadian and international case studies. Evolving carbon regulatory frameworks and markets are reviewed, and students engage with techniques related to carbon accounting and carbon risk assessment.
1840|Food Systems and Sustainability|GEOG 361||This course examines dimensions of food systems sustainability and food security, from production to consumption, from local to global scales, in the Global North and South. Specific themes covered in the course include technological and genetic change in food production, resource depletion and wider environmental impacts of the industrial food system, and policy, market-oriented, and civil society initiatives to bring about change in the food system, including organic production and localizing food systems. [Formerly: GEOG/ERS 461]
1841|Conservation/Resource Management of the Built Environment|GEOG 368||Consideration of the constraints and guidelines that an application of the principles of ecology places on the planning and management of resources within urban spaces and the implications for urban design. The theory and history of this subject will be discussed together with urban ecomanagement, the management of waste, urban open space and parks, rehabilitated sites, and environmentally sensitive areas.
1842|Advanced Remote Sensing Techniques|GEOG 371||Advanced image processing techniques of digital remote sensing measurements (e.g. radar systems, optical and infrared systems) from ground, aircraft and satellite instrument systems. Techniques are applied to the study of physical and human environments.
1843|Special Topics in Geography|GEOG 374||These courses allow for additions to the program on a short-term basis, and for the development of future permanent courses.
1844|Advanced Geographic Information Systems|GEOG 381||Students learn theoretical and operational approaches to advanced spatial analysis using geographical information systems. Emphasis is placed on the use of automation procedures using models and programming to address a variety of topics that may include but are not limited to digital terrain modeling, suitability analysis, network analysis, and cell-based models. The domain of spatial problems explored may vary by instructor.
1845|Spatial Databases|GEOG 387||This course focuses on design and development of a GIS database. It addresses theoretical issues regarding data models used in GIS and data modeling techniques used in designing spatial databases. It considers the processing required to input data from a variety of sources and clean and edit a multi-theme database and introduces students to creation and use of internet map services.
1846|Field Research|GEOG 391||Field research course in which a specific area will be analyzed from a geographic point of view. Individual or group analysis of specific field problems.
1847|International Field Research|GEOG 392||Field course in which research skills will be further developed. This course is taught at an international location, and includes integrated content and applications from all four specializations in Geography and Environmental Management.
1848|Eutrophication: From Process to Water-Quality Management|GEOG 403||Eutrophication, caused by excess nutrients (phosphorus and nitrogen) entering water bodies, results in nuisance and harmful algal blooms, and is a major global threat to water quality and water security. This course explores eutrophication drivers, pressures, and impacts on the quality of freshwater systems, from watershed to global scales. Students will learn about the sources and biogeochemical cycling of nutrients along the aquatic (stream-river-lake) continuum, and ecological responses in receiving water bodies. Environmental thresholds for setting water-quality standards and nutrient criteria will be discussed. Students will learn about agricultural beneficial management practices and wastewater management to reduce nutrient inputs to freshwaters. Students will examine the benefits and challenges of sustainable nutrient stewardship in combatting eutrophication, and learn about how this knowledge is used in water-quality management, through international examples.
1849|Soil Ecosystem Dynamics|GEOG 404||This course examines the role of soil in the environment, its importance as a natural resource in agricultural and forest productivity, and the effects on soil resources as a result of different management practices. It is divided into three sections: 1) introduction to soil composition, formation, and physical, chemical and biological characteristics of soil; 2) soil degradation and management approaches to rehabilitation; 3) soil pollution and the role of soil in maintaining environmental integrity.
1850|Wetlands|GEOG 405||Basic concepts on the distribution, classification, development, hydrology, biogeochemistry, and ecology of wetlands with an emphasis on temperate and boreal/subarctic systems. Human impacts, restoration and reclamation of wetlands are considered with the view of wetlands as functional ecosystems.
1851|Environmental Hydrology of Terrestrial Ecosystems|GEOG 407||This course focuses on ecological and biogeochemical processes that are linked to the terrestrial hydrological cycle and how these relate to the management of natural resources. The objectives of this interdisciplinary course are to explore topics that integrate ecosystem processes with physical hydrology and examine the impacts of human activities on ecohydrological and hydrochemical processes within terrestrial systems. This course focusses on the storage and movement of water, solutes and nutrients within selected ecosystems (forests, agricultural, wetlands), considering the biogeochemical consequences of human activity such as climate change, wetland drainage, agriculture, and forest harvesting.
1852|Earth's Future Climates|GEOG 408||This course provides students with experience using numerical models to understand changes in Earth's climate. Building on their knowledge of the fundamental physical processes governing the climate system, students will construct, apply and evaluate a hierarchy of climate models (from simple energy balance models to full ocean-atmosphere General Circulation Models). The predictive ability of climate models, and their validation, will be considered. The different types of uncertainty inherent in climate projections will be explained and the implications assessed.
1853|Energy Balance Climatology|GEOG 409||A field and lecture course including the radiation and energy balances of various surfaces, the principles of turbulent energy exchange, and the biotic response to the energy environment. These concepts will be illustrated through the collection and examination of field data. The student will be responsible for presentation of a seminar on an assigned topic as well as presentation of the results of research incorporating data collected at the University of Waterloo weather station.
1854|The Digital Economy|GEOG 411||This course explores the spatial, social, cultural, and economic impacts of digital and social media on society from the perspective of economic geography. Content will cover contemporary issues about digital media and economic spaces that create spatial patterns (including international differences) of digital media access and use, social media economies, the sharing economy, influencer and streamer economies, and global online work platforms.
1855|Climate Justice|GEOG 414||An exploration of the implications of climate change through a human rights lens and of related questions about who is responsible for climate change; how the burdens of mitigation, adaptation, and compensation should be distributed; and how to evaluate climate policies, programs, and technologies.
1856|Economic Geography Project|GEOG 415||Economic geography concepts and techniques are applied to the study of a current economic or social issue facing a local, regional, or national jurisdiction.
1857|Aviation Sustainability|GEOG 416||An exploration of how sustainability is sought within the international aviation industry. The course takes a cross-sectional approach to aviation, exploring sustainability within the various sectors that make up the air transport system (e.g., air law, aircraft, operations, navigation, airports, and safety). Both the positive and negative impacts of aviation upon the sustainable development goals will be analyzed through reviewing case studies and industry practices. This course includes significant student project teamwork.
1858|Climate Change Communication|GEOG 417||Climate change is a complex phenomenon at the intersection of social and ecological systems. An understanding of the fundamental science of climate change is only part of the challenge; evidence-based decision-making depends on communicating science effectively, and engaging diverse perspectives. Effective communication also helps to uncover the deeper differences in worldviews that may give rise to disagreements about how to respond. This course introduces the fundamentals of climate change communication, moving from linear to dynamic, context-dependent models of communication that draw directly from our knowledge of climate change. We explore the various audiences with whom climate change communicators might engage, strategies for addressing misinformation, and specific communication tools that help to connect science to action.
1859|Cold Region Climates|GEOG 418||This course provides a comprehensive overview of the Arctic climate system. A variety of topics are considered including: key components and processes of the energy and water budgets; the current state of the cryosphere; the relationship between the cryosphere and past variability; the role of the Arctic in the global climate system; and the prediction of future changes using global climate models. Various observational perspectives on the climate system, including conventional measurements, atmospheric reanalysis, and remote sensing are presented.
1860|Ice Sheets and Glaciers|GEOG 420||This course will introduce the basics of glaciology, with a focus on climate change and physical processes. Key areas covered by the course include glacial mass change in a warming climate, ice dynamics, various spatial and temporal scales of glaciation, and geomorphological features caused by glaciation.
1861|Sustainable Tourism|GEOG 423||This course examines sustainability issues relevant to tourism. In particular, conceptual and practical examples related to economic, environmental, and social/cultural sustainability of tourism are critically appraised, combined with reviews of policy and institutional effects on sustainability practices. The course also focuses on best practices in sustainable tourism within government, non-government and business operations.
1862|Geographies of Development|GEOG 426||Examines international development theories and practice, emphasizing the interactions between social, economic, political, and environmental dimensions at the micro- and macro-scales. Selected case studies illustrate divergent outcomes of development and the contested process that development represents.
1863|Spatial Demography|GEOG 428||This course develops the capacity of students to apply methods of spatial demography. Spatial demography refers to the statistical study of human population using spatial methods for analyzing demographic data. It can provide insights into the understanding of geographic variations of population's characteristics, which in turn can help to make better plans in building the environment. Through this course, students will learn the basic concepts, data sources, data issues, methodologies, and applications of spatial demography.
1864|Field Research in Regional Geography|GEOG 430A||Detailed analysis of a selected region with major emphasis upon a field examination of the region (several weeks duration). Offering dependent upon faculty availability and student enrolment. For additional information on duration, itinerary, and travel costs of course offerings, contact the Geography Undergraduate Advisor.
1865|Field Research in Regional Geography|GEOG 430B||Detailed analysis of a selected region with major emphasis upon a field examination of the region (several weeks duration). Offering dependent upon faculty availability and student enrolment. For additional information on duration, itinerary, and travel costs of course offerings, contact the Geography Undergraduate Advisor.
1866|Field Research in Regional Geography|GEOG 430C||Detailed analysis of a selected region with major emphasis upon a field examination of the region (several weeks duration). Offering dependent upon faculty availability and student enrolment. For additional information on duration, itinerary, and travel costs of course offerings, contact the Geography Undergraduate Advisor.
1867|Health, Environment, and Planning|GEOG 432||This course examines the relationship between the environment (built/physical, economic, social, political, and natural aspects) and population health. It focuses on conceptual and empirical links among current environment-health issues such as air quality, active transportation, injury prevention, climate change, and mental well-being. Emphasis is placed on the role of urban planners in collaboration with allied professionals (e.g., public health, engineering, law enforcement, architecture) in creating and maintaining healthy built environments to improve population health with a focus on key health issues.
1868|Feminist Economic Geography: Gender, Identities and Social Change|GEOG 436||Using a combination of lecture and seminar, this course examines feminist economic geography's framing of: (1) the gendered division of labour (2) (un)paid care work (3) how different embodied actors engage with the economy and (4) feminist critiques of capitalism and responses to economic crisis.
1869|Changing Form and Structure of Metropolitan Canada|GEOG 450||Selected analysis of processes, problems and planning issues associated with the internal growth and spatial reorganization of Canadian metropolitan areas. Three or four topics are chosen for detailed investigation; these will vary from year to year.
